author,date,address,bank,rating,review_title_by_user,review,bank_image,rating_title_by_user,useful_count
UPAD,"Feb 20, 2020",Jamshedpur,SBI,5,"""Good account""","I maintain a salary account  from SBI since 2014, there is no need to maintain a minimum balance amount. There was no  hidden charges, but last month 700 rupees has been deducted which I need to check. Atm and branch's are lot in my city. I have not done much  online transaction only used for ticket booking. I use to get alert message on time for each trasnction.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0
ANONYMOUS,"Feb 20, 2020",Tirupur,review,5,"""Good Account""","I have been using the salary account from Central bank of India for past 8 years since it was provided from my office. I don't need to maintain any minimum balance and its good to have a net banking facility and mobile app. For deposits/withdrawal purpose, i have visited their branch and the response was good also the staffs are very helpful.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,6
R R,"Feb 20, 2020",Bangalore,SBI,4,"""Best savings account""","I have been using savings account with SBI quite for a long time which is salary comes savings, so no need to maintain minimum balance. Whenever I do cash withdrawal, shopping have been receiving alert message. Customer service and responsiveness was good.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0
RAMAR,"Feb 20, 2020",Dindigul,review,5,"""Best savings account""","I have been using salary account with INDIAN Bank since 2011  and its been very good experience. They are giving 3.5% interest rate for savings account and its okay. I'm not using mobile banking for checking balance and to do transaction, they given a very good service.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,3
S T,"Feb 20, 2020",Hyderabad,review,5,"""Best savings account""","From CENTRAL BANK OF INDIA, i am using savings account for more than 4 years. This is a zero balance account and there is a debit card charges of 20rupees. Customer service was  good and only few Atm is available. I am getting alert messages whenever i do cash withdrawal.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,3
SHAILESH,"Feb 20, 2020",Hyderabad,Axis Bank,5,"""The best saving & service""","I have been using AXIS Bank saving account for a long time and this was my previous company salary account, still i am maintaining this account has a zero balance. Whenever i do cash withdrawal and shopping, will be getting alert messages. Customer service and responsiveness was good.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
SHAI,"Feb 19, 2020",Hyderabad,review,2,"""Average service""","From ANDHRA Bank, i have a savings account which have opened recently. This is a salary cums savings so no need to maintain minimum balance, when ever i do shopping or swiping receiving alert messages from this bank.  ATM facility is very near to my residence, customer service need to be improved.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Expected more,2
A C,"Feb 19, 2020",Chittorgarh,Axis Bank,5,"""Best Account""",Currently I'm holding a salary account from Axis bank which I am operating from the year of 2015. Its mandatory to maintain a minimum balance of Rs. 20000. When i visited their branch the response is good and the staffs are very helpful. The branch is not that much crowded and hardly I need to wait only for 15 minutes.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
CHOUDHARY,"Feb 19, 2020",Chittorgarh,HDFC Bank,4,"""Best Account""",In my office location and home location only HDFC branch was available thats the reason i have selected the savings account from HDFC bank. In my family also most of the people are holding account from this bank. I need to hold a minimum balance of Rs. 5000. Internet banking facility is really good. I'm getting OTP immediately whenever i do the online transaction.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Great!,0
A,"Feb 19, 2020",Srikakulam,HDFC Bank,5,"""Best savings account""",I am using savings account from  HDFC Bank more than 8 years. This is salary cums savings so no need to maintain minimum balance. If i do shopping or cash withdrawal i am getting alert message. Customer service was good and i got international debit card.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0
K V M,"Feb 19, 2020",Bangalore,review,5,"""Good Account ""","15 years before,  i have opened the savings account from Corporation bank because all my family members are having a account with the same bank so they have recommended me. I need to hold a minimum balance of Rs. 500. I have not used the net banking facility and mobile app. Its a hassle free account to use.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1
K V M,"Feb 19, 2020",Bangalore,review,5,"""Good Account ""","Its been 5 years, i am holding my salary account from Bank of Baroda. I don't need to maintain any minimum balance. Their net banking facility is average. I am not using the mobile app. I have not gone to their branch till now. I am getting the SMS immediately whenever i do the transaction in my account.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,0
B  RAJESH,"Feb 19, 2020",Bangalore,review,4,"""Need to improve service & technical service need to upgrade""","I am using ANDHRA Bank savings account more than 2 years. I have opened this account in my native so i am maintaining Rs. 500 as a minimum balance. If i withdrawal cash more than 5 times it will get charge, but i never exceed.  Customer service was not good, need to improve a lot and about technical support they are also not good.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,0
R M,"Feb 19, 2020",Guwahati,review,5,"""One of the best bank""","In the year of 2011, i have opened the salary account from United Bank of India since the branch is located opposite to my office. Its a zero balance account to use.  I am not using the Internet banking and mobile app facility. They don't deduct any hidden charges from my account.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,2
S O W A,"Feb 19, 2020",Kolkata,Axis Bank,5,"""Best savings account""",I have being using  AXIS Bank saving account for more than three years. I have to maintain a minimum balance of Rs. 1000. When ever i do cash withdrawal and shopping i will be getting alert messages. Customer service and responsiveness was good.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
Devansh Agarwal,"Feb 19, 2020",Meerut,Axis Bank,0.5,"""Debit freeze""","I have an Axis ASAP account. It was blocked on 29/08/2019 due to multiple transactions which were  between my other bank accounts. No 2nd party was involved. KYC has been updated. I visited the home branch a no. Of times, wrote a no of applications but no one is ready to help me out. It's been a long time but the bank isn't showing any effort from it's side. I didn't even receive a prior notice from The bank. It's very disappointing.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Unacceptable,7
VENKAT,"Feb 18, 2020",Mumbai,review,2.5,"""Average service ""","I am holding savings account with KARNATAKA Bank for a long time. No need to maintain any minimum balance, i  am getting alert messages when ever i withdraw money. ATM facility is very near to my home, customer service and responsiveness was good.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Just OK,2
UPADHAYAY,"Feb 18, 2020",Bangalore,SBI,5,"""SBI service is good""","Using my State bank of India savings account for more than 2 years. In the account, i need to maintain a minimum balance of Rs. 3000. I have visited their branch to open this account and the branch response was really good. They have a good Internet banking facility.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,1
UPADHAYAY,"Feb 18, 2020",Bangalore,Kotak,4,"""Good Account""",I have been using Kotak Mahindra bank salary account for last 1 year. I have not faced any issue from this account till now so that i have not gone to their branch so far. Its a zero balance account. Their customer care service is not upto the mark because i have sent a mail to them but i didn't received any reply from them.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Great!,1
S,"Feb 18, 2020",Pondicherry,Axis Bank,5,"""Best savings account""",I am using AXIS Bank savings account more than 3-4 years. I have to maintain minimum balance of Rs.1000 and i have ATM facility very near to my home.  When ever i do cash withdrawal i will be getting an alert message. Customer service and response was good.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0
